RowID,Date,Year,Location,IndicatorName,IndicatorValue,IndicatorID,IndicatorID_old,IndicatorTable
Tampa. FL_Calculation:(B08303_008E+B08303_009E+B08303_010E+B08303_011E)/B08303_001E_2007,01/01/2007 12:00:00 AM,2007,Tampa. FL,Percent of workers traveling 30 to 59 minutes to work,24.93,Calculation:(B08303_008E+B08303_009E+B08303_010E+B08303_011E)/B08303_001E,Calculation:(HD01_VD08+HD01_VD09+HD01_VD10+HD01_VD11)/HD01_VD01,B08303: Travel time to work
Tampa. FL_B08303_011E_2007,01/01/2007 12:00:00 AM,2007,Tampa. FL,Workers traveling 45 to 59 minutes to work,7620.00,B08303_011E,HD01_VD11,B08303: Travel time to work
Tampa. FL_B08303_003E_2007,01/01/2007 12:00:00 AM,2007,Tampa. FL,Workers traveling 5 to 9 minutes to work,12855.00,B08303_003E,HD01_VD03,B08303: Travel time to work
Tampa. FL_Calculation:(B08303_012E+B08303_013E)/B08303_001E_2007,01/01/2007 12:00:00 AM,2007,Tampa. FL,Percent of workers traveling 60 minutes or more to work,5.86,Calculation:(B08303_012E+B08303_013E)/B08303_001E,Calculation:(HD01_VD12+HD01_VD13)/HD01_VD01,B08303: Travel time to work
Tampa. FL_B08303_006E_2007,01/01/2007 12:00:00 AM,2007,Tampa. FL,Workers traveling 20 to 24 minutes to work,26825.00,B08303_006E,HD01_VD06,B08303: Travel time to work
Tampa. FL_Calculation:(B08303_002E+B08303_003E)/B08303_001E_2007,01/01/2007 12:00:00 AM,2007,Tampa. FL,Percent of workers traveling 09 minutes or less to work,12.51,Calculation:(B08303_002E+B08303_003E)/B08303_001E,Calculation:(HD01_VD02+HD01_VD03)/HD01_VD01,B08303: Travel time to work
"Atlanta, GA_B08303_002E_2007",01/01/2007 12:00:00 AM,2007,"Atlanta, GA",Workers traveling less than 5 minutes to work,4174.00,B08303_002E,HD01_VD02,B08303: Travel time to work
"Atlanta, GA_B08303_001E_2007",01/01/2007 12:00:00 AM,2007,"Atlanta, GA",Total workers 16 years and older,195749.00,B08303_001E,HD01_VD01,B08303: Travel time to work
"Atlanta, GA_Calculation:(B08303_002E+B08303_003E+B08303_004E+B08303_005E+B08303_006E+B08303_007E)/B08303_001E_2007",01/01/2007 12:00:00 AM,2007,"Atlanta, GA",Percent of workers traveling less than 30 minutes to work,66.04,Calculation:(B08303_002E+B08303_003E+B08303_004E+B08303_005E+B08303_006E+B08303_007E)/B08303_001E,Calculation:(HD01_VD02+HD01_VD03+HD01_VD04+HD01_VD05+HD01_VD06+HD01_VD07)/HD01_VD01,B08303: Travel time to work
"Atlanta, GA_B08303_004E_2007",01/01/2007 12:00:00 AM,2007,"Atlanta, GA",Workers traveling 10 to 14 minutes to work,26009.00,B08303_004E,HD01_VD04,B08303: Travel time to work
"Atlanta, GA_B08303_005E_2007",01/01/2007 12:00:00 AM,2007,"Atlanta, GA",Workers traveling 15 to 19 minutes to work,36008.00,B08303_005E,HD01_VD05,B08303: Travel time to work
"Atlanta, GA_B08303_009E_2007",01/01/2007 12:00:00 AM,2007,"Atlanta, GA",Workers traveling 35 to 39 minutes to work,3714.00,B08303_009E,HD01_VD09,B08303: Travel time to work
"Atlanta, GA_B08303_007E_2007",01/01/2007 12:00:00 AM,2007,"Atlanta, GA",Workers traveling 25 to 29 minutes to work,12941.00,B08303_007E,HD01_VD07,B08303: Travel time to work
"Atlanta, GA_B08303_008E_2007",01/01/2007 12:00:00 AM,2007,"Atlanta, GA",Workers traveling 30 to 34 minutes to work,28245.00,B08303_008E,HD01_VD08,B08303: Travel time to work
"Atlanta, GA_B08303_010E_2007",01/01/2007 12:00:00 AM,2007,"Atlanta, GA",Workers traveling 40 to 44 minutes to work,6955.00,B08303_010E,HD01_VD10,B08303: Travel time to work
"Atlanta, GA_B08303_012E_2007",01/01/2007 12:00:00 AM,2007,"Atlanta, GA",Workers traveling 60 to 89 minutes to work,8731.00,B08303_012E,HD01_VD12,B08303: Travel time to work
"Atlanta, GA_B08303_013E_2007",01/01/2007 12:00:00 AM,2007,"Atlanta, GA",Workers traveling more than 90 minutes to work,5388.00,B08303_013E,HD01_VD13,B08303: Travel time to work
"Atlanta, GA_Calculation:(B08303_004E+B08303_005E+B08303_006E+B08303_007E)/B08303_001E_2007",01/01/2007 12:00:00 AM,2007,"Atlanta, GA",Percent of workers traveling 10 to 29 minutes to work,57.30,Calculation:(B08303_004E+B08303_005E+B08303_006E+B08303_007E)/B08303_001E,Calculation:(HD01_VD04+HD01_VD05+HD01_VD06+HD01_VD07)/HD01_VD01,B08303: Travel time to work
"New Orleans, LA_B08303_005E_2007",01/01/2007 12:00:00 AM,2007,"New Orleans, LA",Workers traveling 15 to 19 minutes to work,20473.00,B08303_005E,HD01_VD05,B08303: Travel time to work
"Atlanta, GA_Calculation:(B08303_008E+B08303_009E+B08303_010E+B08303_011E)/B08303_001E_2007",01/01/2007 12:00:00 AM,2007,"Atlanta, GA",Percent of workers traveling 30 to 59 minutes to work,26.75,Calculation:(B08303_008E+B08303_009E+B08303_010E+B08303_011E)/B08303_001E,Calculation:(HD01_VD08+HD01_VD09+HD01_VD10+HD01_VD11)/HD01_VD01,B08303: Travel time to work
"Atlanta, GA_B08303_011E_2007",01/01/2007 12:00:00 AM,2007,"Atlanta, GA",Workers traveling 45 to 59 minutes to work,13445.00,B08303_011E,HD01_VD11,B08303: Travel time to work
"Atlanta, GA_B08303_003E_2007",01/01/2007 12:00:00 AM,2007,"Atlanta, GA",Workers traveling 5 to 9 minutes to work,12930.00,B08303_003E,HD01_VD03,B08303: Travel time to work
"Atlanta, GA_Calculation:(B08303_012E+B08303_013E)/B08303_001E_2007",01/01/2007 12:00:00 AM,2007,"Atlanta, GA",Percent of workers traveling 60 minutes or more to work,7.21,Calculation:(B08303_012E+B08303_013E)/B08303_001E,Calculation:(HD01_VD12+HD01_VD13)/HD01_VD01,B08303: Travel time to work
"Atlanta, GA_B08303_006E_2007",01/01/2007 12:00:00 AM,2007,"Atlanta, GA",Workers traveling 20 to 24 minutes to work,37209.00,B08303_006E,HD01_VD06,B08303: Travel time to work
"Atlanta, GA_Calculation:(B08303_002E+B08303_003E)/B08303_001E_2007",01/01/2007 12:00:00 AM,2007,"Atlanta, GA",Percent of workers traveling 09 minutes or less to work,8.74,Calculation:(B08303_002E+B08303_003E)/B08303_001E,Calculation:(HD01_VD02+HD01_VD03)/HD01_VD01,B08303: Travel time to work
"Louisville, KY_B08303_002E_2007",01/01/2007 12:00:00 AM,2007,"Louisville, KY",Workers traveling less than 5 minutes to work,5992.00,B08303_002E,HD01_VD02,B08303: Travel time to work
"Louisville, KY_B08303_001E_2007",01/01/2007 12:00:00 AM,2007,"Louisville, KY",Total workers 16 years and older,251410.00,B08303_001E,HD01_VD01,B08303: Travel time to work
"Louisville, KY_Calculation:(B08303_002E+B08303_003E+B08303_004E+B08303_005E+B08303_006E+B08303_007E)/B08303_001E_2007",01/01/2007 12:00:00 AM,2007,"Louisville, KY",Percent of workers traveling less than 30 minutes to work,77.67,Calculation:(B08303_002E+B08303_003E+B08303_004E+B08303_005E+B08303_006E+B08303_007E)/B08303_001E,Calculation:(HD01_VD02+HD01_VD03+HD01_VD04+HD01_VD05+HD01_VD06+HD01_VD07)/HD01_VD01,B08303: Travel time to work
"Louisville, KY_B08303_004E_2007",01/01/2007 12:00:00 AM,2007,"Louisville, KY",Workers traveling 10 to 14 minutes to work,38257.00,B08303_004E,HD01_VD04,B08303: Travel time to work
"Louisville, KY_B08303_005E_2007",01/01/2007 12:00:00 AM,2007,"Louisville, KY",Workers traveling 15 to 19 minutes to work,58297.00,B08303_005E,HD01_VD05,B08303: Travel time to work
"Louisville, KY_B08303_009E_2007",01/01/2007 12:00:00 AM,2007,"Louisville, KY",Workers traveling 35 to 39 minutes to work,3338.00,B08303_009E,HD01_VD09,B08303: Travel time to work
"Louisville, KY_B08303_007E_2007",01/01/2007 12:00:00 AM,2007,"Louisville, KY",Workers traveling 25 to 29 minutes to work,20789.00,B08303_007E,HD01_VD07,B08303: Travel time to work
"Louisville, KY_B08303_008E_2007",01/01/2007 12:00:00 AM,2007,"Louisville, KY",Workers traveling 30 to 34 minutes to work,33102.00,B08303_008E,HD01_VD08,B08303: Travel time to work
"Louisville, KY_B08303_010E_2007",01/01/2007 12:00:00 AM,2007,"Louisville, KY",Workers traveling 40 to 44 minutes to work,5154.00,B08303_010E,HD01_VD10,B08303: Travel time to work
"Louisville, KY_B08303_012E_2007",01/01/2007 12:00:00 AM,2007,"Louisville, KY",Workers traveling 60 to 89 minutes to work,3136.00,B08303_012E,HD01_VD12,B08303: Travel time to work
"Louisville, KY_B08303_013E_2007",01/01/2007 12:00:00 AM,2007,"Louisville, KY",Workers traveling more than 90 minutes to work,3248.00,B08303_013E,HD01_VD13,B08303: Travel time to work
"Louisville, KY_Calculation:(B08303_004E+B08303_005E+B08303_006E+B08303_007E)/B08303_001E_2007",01/01/2007 12:00:00 AM,2007,"Louisville, KY",Percent of workers traveling 10 to 29 minutes to work,67.92,Calculation:(B08303_004E+B08303_005E+B08303_006E+B08303_007E)/B08303_001E,Calculation:(HD01_VD04+HD01_VD05+HD01_VD06+HD01_VD07)/HD01_VD01,B08303: Travel time to work
"Louisville, KY_Calculation:(B08303_008E+B08303_009E+B08303_010E+B08303_011E)/B08303_001E_2007",01/01/2007 12:00:00 AM,2007,"Louisville, KY",Percent of workers traveling 30 to 59 minutes to work,19.79,Calculation:(B08303_008E+B08303_009E+B08303_010E+B08303_011E)/B08303_001E,Calculation:(HD01_VD08+HD01_VD09+HD01_VD10+HD01_VD11)/HD01_VD01,B08303: Travel time to work
"Louisville, KY_B08303_011E_2007",01/01/2007 12:00:00 AM,2007,"Louisville, KY",Workers traveling 45 to 59 minutes to work,8171.00,B08303_011E,HD01_VD11,B08303: Travel time to work
"Louisville, KY_B08303_003E_2007",01/01/2007 12:00:00 AM,2007,"Louisville, KY",Workers traveling 5 to 9 minutes to work,18511.00,B08303_003E,HD01_VD03,B08303: Travel time to work
"Louisville, KY_Calculation:(B08303_012E+B08303_013E)/B08303_001E_2007",01/01/2007 12:00:00 AM,2007,"Louisville, KY",Percent of workers traveling 60 minutes or more to work,2.54,Calculation:(B08303_012E+B08303_013E)/B08303_001E,Calculation:(HD01_VD12+HD01_VD13)/HD01_VD01,B08303: Travel time to work
"Louisville, KY_B08303_006E_2007",01/01/2007 12:00:00 AM,2007,"Louisville, KY",Workers traveling 20 to 24 minutes to work,53415.00,B08303_006E,HD01_VD06,B08303: Travel time to work
"Louisville, KY_Calculation:(B08303_002E+B08303_003E)/B08303_001E_2007",01/01/2007 12:00:00 AM,2007,"Louisville, KY",Percent of workers traveling 09 minutes or less to work,9.75,Calculation:(B08303_002E+B08303_003E)/B08303_001E,Calculation:(HD01_VD02+HD01_VD03)/HD01_VD01,B08303: Travel time to work
"Baton Rouge, LA_B08303_002E_2007",01/01/2007 12:00:00 AM,2007,"Baton Rouge, LA",Workers traveling less than 5 minutes to work,3633.00,B08303_002E,HD01_VD02,B08303: Travel time to work
"Baton Rouge, LA_B08303_001E_2007",01/01/2007 12:00:00 AM,2007,"Baton Rouge, LA",Total workers 16 years and older,100284.00,B08303_001E,HD01_VD01,B08303: Travel time to work
"Baton Rouge, LA_Calculation:(B08303_002E+B08303_003E+B08303_004E+B08303_005E+B08303_006E+B08303_007E)/B08303_001E_2007",01/01/2007 12:00:00 AM,2007,"Baton Rouge, LA",Percent of workers traveling less than 30 minutes to work,77.31,Calculation:(B08303_002E+B08303_003E+B08303_004E+B08303_005E+B08303_006E+B08303_007E)/B08303_001E,Calculation:(HD01_VD02+HD01_VD03+HD01_VD04+HD01_VD05+HD01_VD06+HD01_VD07)/HD01_VD01,B08303: Travel time to work
"Baton Rouge, LA_B08303_004E_2007",01/01/2007 12:00:00 AM,2007,"Baton Rouge, LA",Workers traveling 10 to 14 minutes to work,15975.00,B08303_004E,HD01_VD04,B08303: Travel time to work
"Baton Rouge, LA_B08303_005E_2007",01/01/2007 12:00:00 AM,2007,"Baton Rouge, LA",Workers traveling 15 to 19 minutes to work,23480.00,B08303_005E,HD01_VD05,B08303: Travel time to work
"Baton Rouge, LA_B08303_009E_2007",01/01/2007 12:00:00 AM,2007,"Baton Rouge, LA",Workers traveling 35 to 39 minutes to work,1291.00,B08303_009E,HD01_VD09,B08303: Travel time to work
"Baton Rouge, LA_B08303_007E_2007",01/01/2007 12:00:00 AM,2007,"Baton Rouge, LA",Workers traveling 25 to 29 minutes to work,5520.00,B08303_007E,HD01_VD07,B08303: Travel time to work
"Baton Rouge, LA_B08303_008E_2007",01/01/2007 12:00:00 AM,2007,"Baton Rouge, LA",Workers traveling 30 to 34 minutes to work,11369.00,B08303_008E,HD01_VD08,B08303: Travel time to work
"Baton Rouge, LA_B08303_010E_2007",01/01/2007 12:00:00 AM,2007,"Baton Rouge, LA",Workers traveling 40 to 44 minutes to work,1571.00,B08303_010E,HD01_VD10,B08303: Travel time to work
"Baton Rouge, LA_B08303_012E_2007",01/01/2007 12:00:00 AM,2007,"Baton Rouge, LA",Workers traveling 60 to 89 minutes to work,3106.00,B08303_012E,HD01_VD12,B08303: Travel time to work
"Baton Rouge, LA_B08303_013E_2007",01/01/2007 12:00:00 AM,2007,"Baton Rouge, LA",Workers traveling more than 90 minutes to work,1518.00,B08303_013E,HD01_VD13,B08303: Travel time to work
"Baton Rouge, LA_Calculation:(B08303_004E+B08303_005E+B08303_006E+B08303_007E)/B08303_001E_2007",01/01/2007 12:00:00 AM,2007,"Baton Rouge, LA",Percent of workers traveling 10 to 29 minutes to work,62.78,Calculation:(B08303_004E+B08303_005E+B08303_006E+B08303_007E)/B08303_001E,Calculation:(HD01_VD04+HD01_VD05+HD01_VD06+HD01_VD07)/HD01_VD01,B08303: Travel time to work
"Baton Rouge, LA_Calculation:(B08303_008E+B08303_009E+B08303_010E+B08303_011E)/B08303_001E_2007",01/01/2007 12:00:00 AM,2007,"Baton Rouge, LA",Percent of workers traveling 30 to 59 minutes to work,18.08,Calculation:(B08303_008E+B08303_009E+B08303_010E+B08303_011E)/B08303_001E,Calculation:(HD01_VD08+HD01_VD09+HD01_VD10+HD01_VD11)/HD01_VD01,B08303: Travel time to work
"Baton Rouge, LA_B08303_011E_2007",01/01/2007 12:00:00 AM,2007,"Baton Rouge, LA",Workers traveling 45 to 59 minutes to work,3900.00,B08303_011E,HD01_VD11,B08303: Travel time to work
"Baton Rouge, LA_B08303_003E_2007",01/01/2007 12:00:00 AM,2007,"Baton Rouge, LA",Workers traveling 5 to 9 minutes to work,10934.00,B08303_003E,HD01_VD03,B08303: Travel time to work
"Baton Rouge, LA_Calculation:(B08303_012E+B08303_013E)/B08303_001E_2007",01/01/2007 12:00:00 AM,2007,"Baton Rouge, LA",Percent of workers traveling 60 minutes or more to work,4.61,Calculation:(B08303_012E+B08303_013E)/B08303_001E,Calculation:(HD01_VD12+HD01_VD13)/HD01_VD01,B08303: Travel time to work
"Baton Rouge, LA_B08303_006E_2007",01/01/2007 12:00:00 AM,2007,"Baton Rouge, LA",Workers traveling 20 to 24 minutes to work,17987.00,B08303_006E,HD01_VD06,B08303: Travel time to work
"Baton Rouge, LA_Calculation:(B08303_002E+B08303_003E)/B08303_001E_2007",01/01/2007 12:00:00 AM,2007,"Baton Rouge, LA",Percent of workers traveling 09 minutes or less to work,14.53,Calculation:(B08303_002E+B08303_003E)/B08303_001E,Calculation:(HD01_VD02+HD01_VD03)/HD01_VD01,B08303: Travel time to work
"New Orleans, LA_B08303_002E_2007",01/01/2007 12:00:00 AM,2007,"New Orleans, LA",Workers traveling less than 5 minutes to work,2177.00,B08303_002E,HD01_VD02,B08303: Travel time to work
"New Orleans, LA_B08303_001E_2007",01/01/2007 12:00:00 AM,2007,"New Orleans, LA",Total workers 16 years and older,99869.00,B08303_001E,HD01_VD01,B08303: Travel time to work
"New Orleans, LA_Calculation:(B08303_002E+B08303_003E+B08303_004E+B08303_005E+B08303_006E+B08303_007E)/B08303_001E_2007",01/01/2007 12:00:00 AM,2007,"New Orleans, LA",Percent of workers traveling less than 30 minutes to work,69.51,Calculation:(B08303_002E+B08303_003E+B08303_004E+B08303_005E+B08303_006E+B08303_007E)/B08303_001E,Calculation:(HD01_VD02+HD01_VD03+HD01_VD04+HD01_VD05+HD01_VD06+HD01_VD07)/HD01_VD01,B08303: Travel time to work
"New Orleans, LA_B08303_004E_2007",01/01/2007 12:00:00 AM,2007,"New Orleans, LA",Workers traveling 10 to 14 minutes to work,14612.00,B08303_004E,HD01_VD04,B08303: Travel time to work
"New Orleans, LA_B08303_009E_2007",01/01/2007 12:00:00 AM,2007,"New Orleans, LA",Workers traveling 35 to 39 minutes to work,2612.00,B08303_009E,HD01_VD09,B08303: Travel time to work
"New Orleans, LA_B08303_007E_2007",01/01/2007 12:00:00 AM,2007,"New Orleans, LA",Workers traveling 25 to 29 minutes to work,5161.00,B08303_007E,HD01_VD07,B08303: Travel time to work
"New Orleans, LA_B08303_008E_2007",01/01/2007 12:00:00 AM,2007,"New Orleans, LA",Workers traveling 30 to 34 minutes to work,14795.00,B08303_008E,HD01_VD08,B08303: Travel time to work
"New Orleans, LA_B08303_010E_2007",01/01/2007 12:00:00 AM,2007,"New Orleans, LA",Workers traveling 40 to 44 minutes to work,2792.00,B08303_010E,HD01_VD10,B08303: Travel time to work
"New Orleans, LA_B08303_012E_2007",01/01/2007 12:00:00 AM,2007,"New Orleans, LA",Workers traveling 60 to 89 minutes to work,3050.00,B08303_012E,HD01_VD12,B08303: Travel time to work
"New Orleans, LA_B08303_013E_2007",01/01/2007 12:00:00 AM,2007,"New Orleans, LA",Workers traveling more than 90 minutes to work,2138.00,B08303_013E,HD01_VD13,B08303: Travel time to work
"New Orleans, LA_Calculation:(B08303_004E+B08303_005E+B08303_006E+B08303_007E)/B08303_001E_2007",01/01/2007 12:00:00 AM,2007,"New Orleans, LA",Percent of workers traveling 10 to 29 minutes to work,58.56,Calculation:(B08303_004E+B08303_005E+B08303_006E+B08303_007E)/B08303_001E,Calculation:(HD01_VD04+HD01_VD05+HD01_VD06+HD01_VD07)/HD01_VD01,B08303: Travel time to work
"New Orleans, LA_Calculation:(B08303_008E+B08303_009E+B08303_010E+B08303_011E)/B08303_001E_2007",01/01/2007 12:00:00 AM,2007,"New Orleans, LA",Percent of workers traveling 30 to 59 minutes to work,25.30,Calculation:(B08303_008E+B08303_009E+B08303_010E+B08303_011E)/B08303_001E,Calculation:(HD01_VD08+HD01_VD09+HD01_VD10+HD01_VD11)/HD01_VD01,B08303: Travel time to work
"New Orleans, LA_B08303_011E_2007",01/01/2007 12:00:00 AM,2007,"New Orleans, LA",Workers traveling 45 to 59 minutes to work,5066.00,B08303_011E,HD01_VD11,B08303: Travel time to work
"New Orleans, LA_B08303_003E_2007",01/01/2007 12:00:00 AM,2007,"New Orleans, LA",Workers traveling 5 to 9 minutes to work,8755.00,B08303_003E,HD01_VD03,B08303: Travel time to work
"New Orleans, LA_Calculation:(B08303_012E+B08303_013E)/B08303_001E_2007",01/01/2007 12:00:00 AM,2007,"New Orleans, LA",Percent of workers traveling 60 minutes or more to work,5.19,Calculation:(B08303_012E+B08303_013E)/B08303_001E,Calculation:(HD01_VD12+HD01_VD13)/HD01_VD01,B08303: Travel time to work
"New Orleans, LA_B08303_006E_2007",01/01/2007 12:00:00 AM,2007,"New Orleans, LA",Workers traveling 20 to 24 minutes to work,18238.00,B08303_006E,HD01_VD06,B08303: Travel time to work
"New Orleans, LA_Calculation:(B08303_002E+B08303_003E)/B08303_001E_2007",01/01/2007 12:00:00 AM,2007,"New Orleans, LA",Percent of workers traveling 09 minutes or less to work,10.95,Calculation:(B08303_002E+B08303_003E)/B08303_001E,Calculation:(HD01_VD02+HD01_VD03)/HD01_VD01,B08303: Travel time to work
"Raleigh, NC_B08303_002E_2007",01/01/2007 12:00:00 AM,2007,"Raleigh, NC",Workers traveling less than 5 minutes to work,3072.00,B08303_002E,HD01_VD02,B08303: Travel time to work
"Raleigh, NC_B08303_001E_2007",01/01/2007 12:00:00 AM,2007,"Raleigh, NC",Total workers 16 years and older,175915.00,B08303_001E,HD01_VD01,B08303: Travel time to work
