RowID,Date,Year,Location,IndicatorName,IndicatorValue,IndicatorID,IndicatorID_old,IndicatorTable
Tampa. FL_B08301_017E_2007,01/01/2007 12:00:00 AM,2007,Tampa. FL,Workers commuting to work by motorcycle,119,B08301_017E,HD01_VD17,B08301: Means of transportation to work
Tampa. FL_B08301_001E_2007,01/01/2007 12:00:00 AM,2007,Tampa. FL,Total workers 16 years and older,150326,B08301_001E,HD01_VD01,B08301: Means of transportation to work
Tampa. FL_B08301_004E_2007,01/01/2007 12:00:00 AM,2007,Tampa. FL,"Workers commuting to work by carpool (car, truck, or van) ",14802,B08301_004E,HD01_VD04,B08301: Means of transportation to work
Tampa. FL_B08301_010E_2007,01/01/2007 12:00:00 AM,2007,Tampa. FL,Workers commuting to work by public transportation (excluding taxicab) ,4205,B08301_010E,HD01_VD10,B08301: Means of transportation to work
Tampa. FL_B08301_016E_2007,01/01/2007 12:00:00 AM,2007,Tampa. FL,Workers commuting to work by taxicab,0,B08301_016E,HD01_VD16,B08301: Means of transportation to work
Tampa. FL_B08301_018E_2007,01/01/2007 12:00:00 AM,2007,Tampa. FL,Workers commuting to work by bicycle,1317,B08301_018E,HD01_VD18,B08301: Means of transportation to work
Tampa. FL_B08301_021E_2007,01/01/2007 12:00:00 AM,2007,Tampa. FL,Workers working at home,7839,B08301_021E,HD01_VD21,B08301: Means of transportation to work
Tampa. FL_B08301_003E_2007,01/01/2007 12:00:00 AM,2007,Tampa. FL,"Workers commuting to work by driving alone (car, truck, or van) ",116643,B08301_003E,HD01_VD03,B08301: Means of transportation to work
Tampa. FL_B08301_019E_2007,01/01/2007 12:00:00 AM,2007,Tampa. FL,Workers commuting to work by walking,3352,B08301_019E,HD01_VD19,B08301: Means of transportation to work
Tampa. FL_B08301_020E_2007,01/01/2007 12:00:00 AM,2007,Tampa. FL,Workers commuting to work by other means,2049,B08301_020E,HD01_VD20,B08301: Means of transportation to work
"Atlanta, GA_Calculation: (B08301_001E - B08301_003E - B08301_021E) / (B08301_001E -B08301_021E)_2007",01/01/2007 12:00:00 AM,2007,"Atlanta, GA","Percent of workers commuting to work by means other than driving alone, including carpooling, public transportation, biking, and walking",27,Calculation: (B08301_001E - B08301_003E - B08301_021E) / (B08301_001E -B08301_021E),HD01_calculation,B08301: Means of transportation to work
"Atlanta, GA_B08301_017E_2007",01/01/2007 12:00:00 AM,2007,"Atlanta, GA",Workers commuting to work by motorcycle,350,B08301_017E,HD01_VD17,B08301: Means of transportation to work
"Atlanta, GA_B08301_001E_2007",01/01/2007 12:00:00 AM,2007,"Atlanta, GA",Total workers 16 years and older,207771,B08301_001E,HD01_VD01,B08301: Means of transportation to work
"Atlanta, GA_B08301_004E_2007",01/01/2007 12:00:00 AM,2007,"Atlanta, GA","Workers commuting to work by carpool (car, truck, or van) ",15057,B08301_004E,HD01_VD04,B08301: Means of transportation to work
"Atlanta, GA_B08301_010E_2007",01/01/2007 12:00:00 AM,2007,"Atlanta, GA",Workers commuting to work by public transportation (excluding taxicab) ,24346,B08301_010E,HD01_VD10,B08301: Means of transportation to work
"Atlanta, GA_B08301_016E_2007",01/01/2007 12:00:00 AM,2007,"Atlanta, GA",Workers commuting to work by taxicab,403,B08301_016E,HD01_VD16,B08301: Means of transportation to work
"Atlanta, GA_B08301_018E_2007",01/01/2007 12:00:00 AM,2007,"Atlanta, GA",Workers commuting to work by bicycle,1367,B08301_018E,HD01_VD18,B08301: Means of transportation to work
"Atlanta, GA_B08301_021E_2007",01/01/2007 12:00:00 AM,2007,"Atlanta, GA",Workers working at home,12022,B08301_021E,HD01_VD21,B08301: Means of transportation to work
"Atlanta, GA_B08301_003E_2007",01/01/2007 12:00:00 AM,2007,"Atlanta, GA","Workers commuting to work by driving alone (car, truck, or van) ",143404,B08301_003E,HD01_VD03,B08301: Means of transportation to work
"Atlanta, GA_B08301_019E_2007",01/01/2007 12:00:00 AM,2007,"Atlanta, GA",Workers commuting to work by walking,7922,B08301_019E,HD01_VD19,B08301: Means of transportation to work
"Atlanta, GA_B08301_020E_2007",01/01/2007 12:00:00 AM,2007,"Atlanta, GA",Workers commuting to work by other means,2900,B08301_020E,HD01_VD20,B08301: Means of transportation to work
"Louisville, KY_Calculation: (B08301_001E - B08301_003E - B08301_021E) / (B08301_001E -B08301_021E)_2007",01/01/2007 12:00:00 AM,2007,"Louisville, KY","Percent of workers commuting to work by means other than driving alone, including carpooling, public transportation, biking, and walking",18,Calculation: (B08301_001E - B08301_003E - B08301_021E) / (B08301_001E -B08301_021E),HD01_calculation,B08301: Means of transportation to work
"Louisville, KY_B08301_017E_2007",01/01/2007 12:00:00 AM,2007,"Louisville, KY",Workers commuting to work by motorcycle,366,B08301_017E,HD01_VD17,B08301: Means of transportation to work
"Louisville, KY_B08301_001E_2007",01/01/2007 12:00:00 AM,2007,"Louisville, KY",Total workers 16 years and older,256522,B08301_001E,HD01_VD01,B08301: Means of transportation to work
"Louisville, KY_B08301_004E_2007",01/01/2007 12:00:00 AM,2007,"Louisville, KY","Workers commuting to work by carpool (car, truck, or van) ",24763,B08301_004E,HD01_VD04,B08301: Means of transportation to work
"Louisville, KY_B08301_010E_2007",01/01/2007 12:00:00 AM,2007,"Louisville, KY",Workers commuting to work by public transportation (excluding taxicab) ,10144,B08301_010E,HD01_VD10,B08301: Means of transportation to work
"Louisville, KY_B08301_016E_2007",01/01/2007 12:00:00 AM,2007,"Louisville, KY",Workers commuting to work by taxicab,55,B08301_016E,HD01_VD16,B08301: Means of transportation to work
"Louisville, KY_B08301_018E_2007",01/01/2007 12:00:00 AM,2007,"Louisville, KY",Workers commuting to work by bicycle,753,B08301_018E,HD01_VD18,B08301: Means of transportation to work
"Louisville, KY_B08301_021E_2007",01/01/2007 12:00:00 AM,2007,"Louisville, KY",Workers working at home,5112,B08301_021E,HD01_VD21,B08301: Means of transportation to work
"Louisville, KY_B08301_003E_2007",01/01/2007 12:00:00 AM,2007,"Louisville, KY","Workers commuting to work by driving alone (car, truck, or van) ",207326,B08301_003E,HD01_VD03,B08301: Means of transportation to work
"Louisville, KY_B08301_019E_2007",01/01/2007 12:00:00 AM,2007,"Louisville, KY",Workers commuting to work by walking,6219,B08301_019E,HD01_VD19,B08301: Means of transportation to work
"Louisville, KY_B08301_020E_2007",01/01/2007 12:00:00 AM,2007,"Louisville, KY",Workers commuting to work by other means,1784,B08301_020E,HD01_VD20,B08301: Means of transportation to work
"Baton Rouge, LA_Calculation: (B08301_001E - B08301_003E - B08301_021E) / (B08301_001E -B08301_021E)_2007",01/01/2007 12:00:00 AM,2007,"Baton Rouge, LA","Percent of workers commuting to work by means other than driving alone, including carpooling, public transportation, biking, and walking",20,Calculation: (B08301_001E - B08301_003E - B08301_021E) / (B08301_001E -B08301_021E),HD01_calculation,B08301: Means of transportation to work
"Baton Rouge, LA_B08301_017E_2007",01/01/2007 12:00:00 AM,2007,"Baton Rouge, LA",Workers commuting to work by motorcycle,85,B08301_017E,HD01_VD17,B08301: Means of transportation to work
"Baton Rouge, LA_B08301_001E_2007",01/01/2007 12:00:00 AM,2007,"Baton Rouge, LA",Total workers 16 years and older,102684,B08301_001E,HD01_VD01,B08301: Means of transportation to work
"Baton Rouge, LA_B08301_004E_2007",01/01/2007 12:00:00 AM,2007,"Baton Rouge, LA","Workers commuting to work by carpool (car, truck, or van) ",13111,B08301_004E,HD01_VD04,B08301: Means of transportation to work
"Baton Rouge, LA_B08301_010E_2007",01/01/2007 12:00:00 AM,2007,"Baton Rouge, LA",Workers commuting to work by public transportation (excluding taxicab) ,2623,B08301_010E,HD01_VD10,B08301: Means of transportation to work
"Baton Rouge, LA_B08301_016E_2007",01/01/2007 12:00:00 AM,2007,"Baton Rouge, LA",Workers commuting to work by taxicab,280,B08301_016E,HD01_VD16,B08301: Means of transportation to work
"Baton Rouge, LA_B08301_018E_2007",01/01/2007 12:00:00 AM,2007,"Baton Rouge, LA",Workers commuting to work by bicycle,507,B08301_018E,HD01_VD18,B08301: Means of transportation to work
"Baton Rouge, LA_B08301_021E_2007",01/01/2007 12:00:00 AM,2007,"Baton Rouge, LA",Workers working at home,2400,B08301_021E,HD01_VD21,B08301: Means of transportation to work
"Baton Rouge, LA_B08301_003E_2007",01/01/2007 12:00:00 AM,2007,"Baton Rouge, LA","Workers commuting to work by driving alone (car, truck, or van) ",79971,B08301_003E,HD01_VD03,B08301: Means of transportation to work
"Baton Rouge, LA_B08301_019E_2007",01/01/2007 12:00:00 AM,2007,"Baton Rouge, LA",Workers commuting to work by walking,3194,B08301_019E,HD01_VD19,B08301: Means of transportation to work
"Baton Rouge, LA_B08301_020E_2007",01/01/2007 12:00:00 AM,2007,"Baton Rouge, LA",Workers commuting to work by other means,513,B08301_020E,HD01_VD20,B08301: Means of transportation to work
"New Orleans, LA_Calculation: (B08301_001E - B08301_003E - B08301_021E) / (B08301_001E -B08301_021E)_2007",01/01/2007 12:00:00 AM,2007,"New Orleans, LA","Percent of workers commuting to work by means other than driving alone, including carpooling, public transportation, biking, and walking",33,Calculation: (B08301_001E - B08301_003E - B08301_021E) / (B08301_001E -B08301_021E),HD01_calculation,B08301: Means of transportation to work
"New Orleans, LA_B08301_017E_2007",01/01/2007 12:00:00 AM,2007,"New Orleans, LA",Workers commuting to work by motorcycle,401,B08301_017E,HD01_VD17,B08301: Means of transportation to work
"New Orleans, LA_B08301_001E_2007",01/01/2007 12:00:00 AM,2007,"New Orleans, LA",Total workers 16 years and older,102870,B08301_001E,HD01_VD01,B08301: Means of transportation to work
"New Orleans, LA_B08301_004E_2007",01/01/2007 12:00:00 AM,2007,"New Orleans, LA","Workers commuting to work by carpool (car, truck, or van) ",14486,B08301_004E,HD01_VD04,B08301: Means of transportation to work
"New Orleans, LA_B08301_010E_2007",01/01/2007 12:00:00 AM,2007,"New Orleans, LA",Workers commuting to work by public transportation (excluding taxicab) ,6483,B08301_010E,HD01_VD10,B08301: Means of transportation to work
"New Orleans, LA_B08301_016E_2007",01/01/2007 12:00:00 AM,2007,"New Orleans, LA",Workers commuting to work by taxicab,1929,B08301_016E,HD01_VD16,B08301: Means of transportation to work
"New Orleans, LA_B08301_018E_2007",01/01/2007 12:00:00 AM,2007,"New Orleans, LA",Workers commuting to work by bicycle,1672,B08301_018E,HD01_VD18,B08301: Means of transportation to work
"New Orleans, LA_B08301_021E_2007",01/01/2007 12:00:00 AM,2007,"New Orleans, LA",Workers working at home,3001,B08301_021E,HD01_VD21,B08301: Means of transportation to work
"New Orleans, LA_B08301_003E_2007",01/01/2007 12:00:00 AM,2007,"New Orleans, LA","Workers commuting to work by driving alone (car, truck, or van) ",67357,B08301_003E,HD01_VD03,B08301: Means of transportation to work
"New Orleans, LA_B08301_019E_2007",01/01/2007 12:00:00 AM,2007,"New Orleans, LA",Workers commuting to work by walking,7055,B08301_019E,HD01_VD19,B08301: Means of transportation to work
"New Orleans, LA_B08301_020E_2007",01/01/2007 12:00:00 AM,2007,"New Orleans, LA",Workers commuting to work by other means,486,B08301_020E,HD01_VD20,B08301: Means of transportation to work
"Raleigh, NC_Calculation: (B08301_001E - B08301_003E - B08301_021E) / (B08301_001E -B08301_021E)_2007",01/01/2007 12:00:00 AM,2007,"Raleigh, NC","Percent of workers commuting to work by means other than driving alone, including carpooling, public transportation, biking, and walking",19,Calculation: (B08301_001E - B08301_003E - B08301_021E) / (B08301_001E -B08301_021E),HD01_calculation,B08301: Means of transportation to work
"Raleigh, NC_B08301_017E_2007",01/01/2007 12:00:00 AM,2007,"Raleigh, NC",Workers commuting to work by motorcycle,204,B08301_017E,HD01_VD17,B08301: Means of transportation to work
"Raleigh, NC_B08301_001E_2007",01/01/2007 12:00:00 AM,2007,"Raleigh, NC",Total workers 16 years and older,185874,B08301_001E,HD01_VD01,B08301: Means of transportation to work
"Raleigh, NC_B08301_004E_2007",01/01/2007 12:00:00 AM,2007,"Raleigh, NC","Workers commuting to work by carpool (car, truck, or van) ",19985,B08301_004E,HD01_VD04,B08301: Means of transportation to work
"Raleigh, NC_B08301_010E_2007",01/01/2007 12:00:00 AM,2007,"Raleigh, NC",Workers commuting to work by public transportation (excluding taxicab) ,4125,B08301_010E,HD01_VD10,B08301: Means of transportation to work
"Raleigh, NC_B08301_016E_2007",01/01/2007 12:00:00 AM,2007,"Raleigh, NC",Workers commuting to work by taxicab,669,B08301_016E,HD01_VD16,B08301: Means of transportation to work
"Raleigh, NC_B08301_018E_2007",01/01/2007 12:00:00 AM,2007,"Raleigh, NC",Workers commuting to work by bicycle,722,B08301_018E,HD01_VD18,B08301: Means of transportation to work
"Raleigh, NC_B08301_021E_2007",01/01/2007 12:00:00 AM,2007,"Raleigh, NC",Workers working at home,9959,B08301_021E,HD01_VD21,B08301: Means of transportation to work
"Raleigh, NC_B08301_003E_2007",01/01/2007 12:00:00 AM,2007,"Raleigh, NC","Workers commuting to work by driving alone (car, truck, or van) ",142894,B08301_003E,HD01_VD03,B08301: Means of transportation to work
"Raleigh, NC_B08301_019E_2007",01/01/2007 12:00:00 AM,2007,"Raleigh, NC",Workers commuting to work by walking,5768,B08301_019E,HD01_VD19,B08301: Means of transportation to work
"Raleigh, NC_B08301_020E_2007",01/01/2007 12:00:00 AM,2007,"Raleigh, NC",Workers commuting to work by other means,1548,B08301_020E,HD01_VD20,B08301: Means of transportation to work
"Oklahoma City, OK_Calculation: (B08301_001E - B08301_003E - B08301_021E) / (B08301_001E -B08301_021E)_2007",01/01/2007 12:00:00 AM,2007,"Oklahoma City, OK","Percent of workers commuting to work by means other than driving alone, including carpooling, public transportation, biking, and walking",16,Calculation: (B08301_001E - B08301_003E - B08301_021E) / (B08301_001E -B08301_021E),HD01_calculation,B08301: Means of transportation to work
"Oklahoma City, OK_B08301_017E_2007",01/01/2007 12:00:00 AM,2007,"Oklahoma City, OK",Workers commuting to work by motorcycle,452,B08301_017E,HD01_VD17,B08301: Means of transportation to work
"Oklahoma City, OK_B08301_001E_2007",01/01/2007 12:00:00 AM,2007,"Oklahoma City, OK",Total workers 16 years and older,254536,B08301_001E,HD01_VD01,B08301: Means of transportation to work
"Oklahoma City, OK_B08301_004E_2007",01/01/2007 12:00:00 AM,2007,"Oklahoma City, OK","Workers commuting to work by carpool (car, truck, or van) ",33515,B08301_004E,HD01_VD04,B08301: Means of transportation to work
"Oklahoma City, OK_B08301_010E_2007",01/01/2007 12:00:00 AM,2007,"Oklahoma City, OK",Workers commuting to work by public transportation (excluding taxicab) ,1669,B08301_010E,HD01_VD10,B08301: Means of transportation to work
"Oklahoma City, OK_B08301_016E_2007",01/01/2007 12:00:00 AM,2007,"Oklahoma City, OK",Workers commuting to work by taxicab,447,B08301_016E,HD01_VD16,B08301: Means of transportation to work
"Oklahoma City, OK_B08301_018E_2007",01/01/2007 12:00:00 AM,2007,"Oklahoma City, OK",Workers commuting to work by bicycle,217,B08301_018E,HD01_VD18,B08301: Means of transportation to work
"Oklahoma City, OK_B08301_021E_2007",01/01/2007 12:00:00 AM,2007,"Oklahoma City, OK",Workers working at home,8504,B08301_021E,HD01_VD21,B08301: Means of transportation to work
"Oklahoma City, OK_B08301_003E_2007",01/01/2007 12:00:00 AM,2007,"Oklahoma City, OK","Workers commuting to work by driving alone (car, truck, or van) ",206004,B08301_003E,HD01_VD03,B08301: Means of transportation to work
"Oklahoma City, OK_B08301_019E_2007",01/01/2007 12:00:00 AM,2007,"Oklahoma City, OK",Workers commuting to work by walking,2539,B08301_019E,HD01_VD19,B08301: Means of transportation to work
"Oklahoma City, OK_B08301_020E_2007",01/01/2007 12:00:00 AM,2007,"Oklahoma City, OK",Workers commuting to work by other means,1189,B08301_020E,HD01_VD20,B08301: Means of transportation to work
"Memphis, TN_Calculation: (B08301_001E - B08301_003E - B08301_021E) / (B08301_001E -B08301_021E)_2007",01/01/2007 12:00:00 AM,2007,"Memphis, TN","Percent of workers commuting to work by means other than driving alone, including carpooling, public transportation, biking, and walking",17,Calculation: (B08301_001E - B08301_003E - B08301_021E) / (B08301_001E -B08301_021E),HD01_calculation,B08301: Means of transportation to work
"Memphis, TN_B08301_017E_2007",01/01/2007 12:00:00 AM,2007,"Memphis, TN",Workers commuting to work by motorcycle,155,B08301_017E,HD01_VD17,B08301: Means of transportation to work
"Memphis, TN_B08301_001E_2007",01/01/2007 12:00:00 AM,2007,"Memphis, TN",Total workers 16 years and older,271901,B08301_001E,HD01_VD01,B08301: Means of transportation to work
"Memphis, TN_B08301_004E_2007",01/01/2007 12:00:00 AM,2007,"Memphis, TN","Workers commuting to work by carpool (car, truck, or van) ",31420,B08301_004E,HD01_VD04,B08301: Means of transportation to work
"Memphis, TN_B08301_010E_2007",01/01/2007 12:00:00 AM,2007,"Memphis, TN",Workers commuting to work by public transportation (excluding taxicab) ,7155,B08301_010E,HD01_VD10,B08301: Means of transportation to work
"Memphis, TN_B08301_016E_2007",01/01/2007 12:00:00 AM,2007,"Memphis, TN",Workers commuting to work by taxicab,160,B08301_016E,HD01_VD16,B08301: Means of transportation to work
"Memphis, TN_B08301_018E_2007",01/01/2007 12:00:00 AM,2007,"Memphis, TN",Workers commuting to work by bicycle,864,B08301_018E,HD01_VD18,B08301: Means of transportation to work
"Memphis, TN_B08301_021E_2007",01/01/2007 12:00:00 AM,2007,"Memphis, TN",Workers working at home,4794,B08301_021E,HD01_VD21,B08301: Means of transportation to work
"Memphis, TN_B08301_003E_2007",01/01/2007 12:00:00 AM,2007,"Memphis, TN","Workers commuting to work by driving alone (car, truck, or van) ",220508,B08301_003E,HD01_VD03,B08301: Means of transportation to work
"Memphis, TN_B08301_019E_2007",01/01/2007 12:00:00 AM,2007,"Memphis, TN",Workers commuting to work by walking,5631,B08301_019E,HD01_VD19,B08301: Means of transportation to work
"Memphis, TN_B08301_020E_2007",01/01/2007 12:00:00 AM,2007,"Memphis, TN",Workers commuting to work by other means,1214,B08301_020E,HD01_VD20,B08301: Means of transportation to work
Tampa. FL_B08301_004E_2008,01/01/2008 12:00:00 AM,2008,Tampa. FL,"Workers commuting to work by carpool (car, truck, or van) ",13699,B08301_004E,HD01_VD04,B08301: Means of transportation to work
"Nashville, TN_Calculation: (B08301_001E - B08301_003E - B08301_021E) / (B08301_001E -B08301_021E)_2007",01/01/2007 12:00:00 AM,2007,"Nashville, TN","Percent of workers commuting to work by means other than driving alone, including carpooling, public transportation, biking, and walking",15,Calculation: (B08301_001E - B08301_003E - B08301_021E) / (B08301_001E -B08301_021E),HD01_calculation,B08301: Means of transportation to work
"Nashville, TN_B08301_017E_2007",01/01/2007 12:00:00 AM,2007,"Nashville, TN",Workers commuting to work by motorcycle,146,B08301_017E,HD01_VD17,B08301: Means of transportation to work
"Nashville, TN_B08301_001E_2007",01/01/2007 12:00:00 AM,2007,"Nashville, TN",Total workers 16 years and older,300017,B08301_001E,HD01_VD01,B08301: Means of transportation to work
"Nashville, TN_B08301_004E_2007",01/01/2007 12:00:00 AM,2007,"Nashville, TN","Workers commuting to work by carpool (car, truck, or van) ",26727,B08301_004E,HD01_VD04,B08301: Means of transportation to work
"Nashville, TN_B08301_010E_2007",01/01/2007 12:00:00 AM,2007,"Nashville, TN",Workers commuting to work by public transportation (excluding taxicab) ,6926,B08301_010E,HD01_VD10,B08301: Means of transportation to work
"Nashville, TN_B08301_016E_2007",01/01/2007 12:00:00 AM,2007,"Nashville, TN",Workers commuting to work by taxicab,516,B08301_016E,HD01_VD16,B08301: Means of transportation to work
"Nashville, TN_B08301_018E_2007",01/01/2007 12:00:00 AM,2007,"Nashville, TN",Workers commuting to work by bicycle,659,B08301_018E,HD01_VD18,B08301: Means of transportation to work
"Nashville, TN_B08301_021E_2007",01/01/2007 12:00:00 AM,2007,"Nashville, TN",Workers working at home,14401,B08301_021E,HD01_VD21,B08301: Means of transportation to work
"Nashville, TN_B08301_003E_2007",01/01/2007 12:00:00 AM,2007,"Nashville, TN","Workers commuting to work by driving alone (car, truck, or van) ",243890,B08301_003E,HD01_VD03,B08301: Means of transportation to work
"Nashville, TN_B08301_019E_2007",01/01/2007 12:00:00 AM,2007,"Nashville, TN",Workers commuting to work by walking,3620,B08301_019E,HD01_VD19,B08301: Means of transportation to work
"Nashville, TN_B08301_020E_2007",01/01/2007 12:00:00 AM,2007,"Nashville, TN",Workers commuting to work by other means,3132,B08301_020E,HD01_VD20,B08301: Means of transportation to work
"Miami, FL_Calculation: (B08301_001E - B08301_003E - B08301_021E) / (B08301_001E -B08301_021E)_2008",01/01/2008 12:00:00 AM,2008,"Miami, FL","Percent of workers commuting to work by means other than driving alone, including carpooling, public transportation, biking, and walking",27,Calculation: (B08301_001E - B08301_003E - B08301_021E) / (B08301_001E -B08301_021E),HD01_calculation,B08301: Means of transportation to work
"Miami, FL_B08301_017E_2008",01/01/2008 12:00:00 AM,2008,"Miami, FL",Workers commuting to work by motorcycle,152,B08301_017E,HD01_VD17,B08301: Means of transportation to work
"Miami, FL_B08301_001E_2008",01/01/2008 12:00:00 AM,2008,"Miami, FL",Total workers 16 years and older,157077,B08301_001E,HD01_VD01,B08301: Means of transportation to work
"Miami, FL_B08301_004E_2008",01/01/2008 12:00:00 AM,2008,"Miami, FL","Workers commuting to work by carpool (car, truck, or van) ",13725,B08301_004E,HD01_VD04,B08301: Means of transportation to work
"Miami, FL_B08301_010E_2008",01/01/2008 12:00:00 AM,2008,"Miami, FL",Workers commuting to work by public transportation (excluding taxicab) ,19315,B08301_010E,HD01_VD10,B08301: Means of transportation to work
"Miami, FL_B08301_016E_2008",01/01/2008 12:00:00 AM,2008,"Miami, FL",Workers commuting to work by taxicab,60,B08301_016E,HD01_VD16,B08301: Means of transportation to work
"Miami, FL_B08301_018E_2008",01/01/2008 12:00:00 AM,2008,"Miami, FL",Workers commuting to work by bicycle,710,B08301_018E,HD01_VD18,B08301: Means of transportation to work
"Miami, FL_B08301_021E_2008",01/01/2008 12:00:00 AM,2008,"Miami, FL",Workers working at home,6299,B08301_021E,HD01_VD21,B08301: Means of transportation to work
"Miami, FL_B08301_003E_2008",01/01/2008 12:00:00 AM,2008,"Miami, FL","Workers commuting to work by driving alone (car, truck, or van) ",109364,B08301_003E,HD01_VD03,B08301: Means of transportation to work
"Miami, FL_B08301_019E_2008",01/01/2008 12:00:00 AM,2008,"Miami, FL",Workers commuting to work by walking,6163,B08301_019E,HD01_VD19,B08301: Means of transportation to work
"Miami, FL_B08301_020E_2008",01/01/2008 12:00:00 AM,2008,"Miami, FL",Workers commuting to work by other means,1289,B08301_020E,HD01_VD20,B08301: Means of transportation to work
Tampa. FL_Calculation: (B08301_001E - B08301_003E - B08301_021E) / (B08301_001E -B08301_021E)_2008,01/01/2008 12:00:00 AM,2008,Tampa. FL,"Percent of workers commuting to work by means other than driving alone, including carpooling, public transportation, biking, and walking",18,Calculation: (B08301_001E - B08301_003E - B08301_021E) / (B08301_001E -B08301_021E),HD01_calculation,B08301: Means of transportation to work
Tampa. FL_B08301_017E_2008,01/01/2008 12:00:00 AM,2008,Tampa. FL,Workers commuting to work by motorcycle,176,B08301_017E,HD01_VD17,B08301: Means of transportation to work
Tampa. FL_B08301_001E_2008,01/01/2008 12:00:00 AM,2008,Tampa. FL,Total workers 16 years and older,164634,B08301_001E,HD01_VD01,B08301: Means of transportation to work
Tampa. FL_B08301_010E_2008,01/01/2008 12:00:00 AM,2008,Tampa. FL,Workers commuting to work by public transportation (excluding taxicab) ,4265,B08301_010E,HD01_VD10,B08301: Means of transportation to work
Tampa. FL_B08301_016E_2008,01/01/2008 12:00:00 AM,2008,Tampa. FL,Workers commuting to work by taxicab,154,B08301_016E,HD01_VD16,B08301: Means of transportation to work
Tampa. FL_B08301_018E_2008,01/01/2008 12:00:00 AM,2008,Tampa. FL,Workers commuting to work by bicycle,1932,B08301_018E,HD01_VD18,B08301: Means of transportation to work
Tampa. FL_B08301_021E_2008,01/01/2008 12:00:00 AM,2008,Tampa. FL,Workers working at home,8403,B08301_021E,HD01_VD21,B08301: Means of transportation to work
Tampa. FL_B08301_003E_2008,01/01/2008 12:00:00 AM,2008,Tampa. FL,"Workers commuting to work by driving alone (car, truck, or van) ",127965,B08301_003E,HD01_VD03,B08301: Means of transportation to work
Tampa. FL_B08301_019E_2008,01/01/2008 12:00:00 AM,2008,Tampa. FL,Workers commuting to work by walking,5894,B08301_019E,HD01_VD19,B08301: Means of transportation to work
Tampa. FL_B08301_020E_2008,01/01/2008 12:00:00 AM,2008,Tampa. FL,Workers commuting to work by other means,2146,B08301_020E,HD01_VD20,B08301: Means of transportation to work
"Atlanta, GA_Calculation: (B08301_001E - B08301_003E - B08301_021E) / (B08301_001E -B08301_021E)_2008",01/01/2008 12:00:00 AM,2008,"Atlanta, GA","Percent of workers commuting to work by means other than driving alone, including carpooling, public transportation, biking, and walking",31,Calculation: (B08301_001E - B08301_003E - B08301_021E) / (B08301_001E -B08301_021E),HD01_calculation,B08301: Means of transportation to work
"Atlanta, GA_B08301_017E_2008",01/01/2008 12:00:00 AM,2008,"Atlanta, GA",Workers commuting to work by motorcycle,353,B08301_017E,HD01_VD17,B08301: Means of transportation to work
